Reference,Year,Full.Reference,peer.review,search,Location,USA,Global.Region,Method,Conventional..Molecular..or.Immunologic,MDL.ALOD.LOD,Below.MDL,MDL.units,Sample.Volume,kingdom,class,order,family,genius,Animal.common.name,Animal.Latin.Name,X,Free.captive,Pathogen.name.original,Pathogen.rename,Pathogen,medium,Presence,Enumerated,Enum.Stats,Censored.Data,Presence.Absence,Total,percent,Individual.Sample,Mean,Geometric.mean,Standard.deviation,Median,Min,Max,X95..low,X95..high,units,Notes,Notes.1,CenMedianLow,CenMedianHigh,CenMinLow,CenMinHigh,CenMaxLow,CenMaxHigh,log10mean,log10SD,GRADES,GRADES_Score
Butterfield et al. ,1983,Butterfield et al.  1983,? yes journal is no longer published,review,"UK, Scarborough, Whitby and Staithes rooftop",no,Europe,"agglutination, Culture, lense",Immunologic,NA,NA,,swab variable,Animal,Bird,Charadriiformes,Laridae,Larus,Herring gull,Larus argentatus,,free,Salmonella poona,Salmonella enterica subsp. enterica serovar Poona,Salmonella enterica (non-typhoid),cloacal swab,yes,no,,,0,261,,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,High,3
Butterfield et al. ,1983,Butterfield et al.  1983,? yes journal is no longer published,review,"UK, Sunderland rooftop",no,Europe,"agglutination, Culture, lense",Immunologic,NA,NA,,swab variable,Animal,Bird,Charadriiformes,Laridae,Larus,Herring gull,Larus argentatus,,free,Salmonella poona,Salmonella enterica subsp. enterica serovar Poona,Salmonella enterica (non-typhoid),cloacal swab,yes,no,,,0,99,,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,High,3
Butterfield et al. ,1983,Butterfield et al.  1983,? yes journal is no longer published,review,"UK, Northumberland, Durham, North Yorkshire garbage dump",no,Europe,"agglutination, Culture, lense",Immunologic,NA,NA,,swab variable,Animal,Bird,Charadriiformes,Laridae,Larus,Herring gull,Larus argentatus,,free,Salmonella saintpaul,Salmonella enterica subsp. enterica serovar Saintpaul,Salmonella enterica (non-typhoid),cloacal swab,yes,no,,,1,1934,,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,High,3
Butterfield et al. ,1983,Butterfield et al.  1983,? yes journal is no longer published,review,"UK, Scarborough garbage dump",no,Europe,"agglutination, Culture, lense",Immunologic,NA,NA,,swab variable,Animal,Bird,Charadriiformes,Laridae,Larus,Herring gull,Larus argentatus,,free,Salmonella saintpaul,Salmonella enterica subsp. enterica serovar Saintpaul,Salmonella enterica (non-typhoid),cloacal swab,yes,no,,,0,124,,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,High,3
Butterfield et al. ,1983,Butterfield et al.  1983,? yes journal is no longer published,review,"UK, Scarborough Harbor/Whitby rooftops",no,Europe,"agglutination, Culture, lense",Immunologic,NA,NA,,swab variable,Animal,Bird,Charadriiformes,Laridae,Larus,Herring gull,Larus argentatus,,free,Salmonella saintpaul,Salmonella enterica subsp. enterica serovar Saintpaul,Salmonella enterica (non-typhoid),cloacal swab,yes,no,,,0,141,,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,High,3
Butterfield et al. ,1983,Butterfield et al.  1983,? yes journal is no longer published,review,"UK, Scarborough, Whitby and Staithes rooftop",no,Europe,"agglutination, Culture, lense",Immunologic,NA,NA,,swab variable,Animal,Bird,Charadriiformes,Laridae,Larus,Herring gull,Larus argentatus,,free,Salmonella saintpaul,Salmonella enterica subsp. enterica serovar Saintpaul,Salmonella enterica (non-typhoid),cloacal swab,yes,no,,,1,227,,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,High,3
Butterfield et al. ,1983,Butterfield et al.  1983,? yes journal is no longer published,review,"UK, Scarborough, Whitby and Staithes rooftop",no,Europe,"agglutination, Culture, lense",Immunologic,NA,NA,,swab variable,Animal,Bird,Charadriiformes,Laridae,Larus,Herring gull,Larus argentatus,,free,Salmonella saintpaul,Salmonella enterica subsp. enterica serovar Saintpaul,Salmonella enterica (non-typhoid),cloacal swab,yes,no,,,0,261,,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,High,3
Butterfield et al. ,1983,Butterfield et al.  1983,? yes journal is no longer published,review,"UK, Sunderland rooftop",no,Europe,"agglutination, Culture, lense",Immunologic,NA,NA,,swab variable,Animal,Bird,Charadriiformes,Laridae,Larus,Herring gull,Larus argentatus,,free,Salmonella saintpaul,Salmonella enterica subsp. enterica serovar Saintpaul,Salmonella enterica (non-typhoid),cloacal swab,yes,no,,,0,99,,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,High,3
Butterfield et al. ,1983,Butterfield et al.  1983,? yes journal is no longer published,review,"UK, Northumberland, Durham, North Yorkshire garbage dump",no,Europe,"agglutination, Culture, lense",Immunologic,NA,NA,,swab variable,Animal,Bird,Charadriiformes,Laridae,Larus,Herring gull,Larus argentatus,,free,Salmonella senflenberg,Salmonella enterica subsp. enterica serovar Senftenberg,Salmonella enterica (non-typhoid),cloacal swab,yes,no,,,0,1934,,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,High,3
Butterfield et al. ,1983,Butterfield et al.  1983,? yes journal is no longer published,review,"UK, Scarborough garbage dump",no,Europe,"agglutination, Culture, lense",Immunologic,NA,NA,,swab variable,Animal,Bird,Charadriiformes,Laridae,Larus,Herring gull,Larus argentatus,,free,Salmonella senflenberg,Salmonella enterica subsp. enterica serovar Senftenberg,Salmonella enterica (non-typhoid),cloacal swab,yes,no,,,0,124,,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,High,3
Butterfield et al. ,1983,Butterfield et al.  1983,? yes journal is no longer published,review,"UK, Scarborough Harbor/Whitby rooftops",no,Europe,"agglutination, Culture, lense",Immunologic,NA,NA,,swab variable,Animal,Bird,Charadriiformes,Laridae,Larus,Herring gull,Larus argentatus,,free,Salmonella senflenberg,Salmonella enterica subsp. enterica serovar Senftenberg,Salmonella enterica (non-typhoid),cloacal swab,yes,no,,,1,141,,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,High,3
Butterfield et al. ,1983,Butterfield et al.  1983,? yes journal is no longer published,review,"UK, Scarborough, Whitby and Staithes rooftop",no,Europe,"agglutination, Culture, lense",Immunologic,NA,NA,,swab variable,Animal,Bird,Charadriiformes,Laridae,Larus,Herring gull,Larus argentatus,,free,Salmonella senflenberg,Salmonella enterica subsp. enterica serovar Senftenberg,Salmonella enterica (non-typhoid),cloacal swab,yes,no,,,0,227,,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,High,3
Butterfield et al. ,1983,Butterfield et al.  1983,? yes journal is no longer published,review,"UK, Scarborough, Whitby and Staithes rooftop",no,Europe,"agglutination, Culture, lense",Immunologic,NA,NA,,swab variable,Animal,Bird,Charadriiformes,Laridae,Larus,Herring gull,Larus argentatus,,free,Salmonella senflenberg,Salmonella enterica subsp. enterica serovar Senftenberg,Salmonella enterica (non-typhoid),cloacal swab,yes,no,,,0,261,,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,High,3
Butterfield et al. ,1983,Butterfield et al.  1983,? yes journal is no longer published,review,"UK, Sunderland rooftop",no,Europe,"agglutination, Culture, lense",Immunologic,NA,NA,,swab variable,Animal,Bird,Charadriiformes,Laridae,Larus,Herring gull,Larus argentatus,,free,Salmonella senflenberg,Salmonella enterica subsp. enterica serovar Senftenberg,Salmonella enterica (non-typhoid),cloacal swab,yes,no,,,0,99,,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,High,3
Butterfield et al. ,1983,Butterfield et al.  1983,? yes journal is no longer published,review,"UK, Northumberland, Durham, North Yorkshire garbage dump",no,Europe,"agglutination, Culture, lense",Immunologic,NA,NA,,swab variable,Animal,Bird,Charadriiformes,Laridae,Larus,Herring gull,Larus argentatus,,free,Salmonella stanley,Salmonella enterica subsp. enterica serovar Stanley,Salmonella enterica (non-typhoid),cloacal swab,yes,no,,,0,1934,,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,High,3
Butterfield et al. ,1983,Butterfield et al.  1983,? yes journal is no longer published,review,"UK, Scarborough garbage dump",no,Europe,"agglutination, Culture, lense",Immunologic,NA,NA,,swab variable,Animal,Bird,Charadriiformes,Laridae,Larus,Herring gull,Larus argentatus,,free,Salmonella stanley,Salmonella enterica subsp. enterica serovar Stanley,Salmonella enterica (non-typhoid),cloacal swab,yes,no,,,0,124,,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,High,3
Butterfield et al. ,1983,Butterfield et al.  1983,? yes journal is no longer published,review,"UK, Scarborough Harbor/Whitby rooftops",no,Europe,"agglutination, Culture, lense",Immunologic,NA,NA,,swab variable,Animal,Bird,Charadriiformes,Laridae,Larus,Herring gull,Larus argentatus,,free,Salmonella stanley,Salmonella enterica subsp. enterica serovar Stanley,Salmonella enterica (non-typhoid),cloacal swab,yes,no,,,0,141,,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,High,3
Butterfield et al. ,1983,Butterfield et al.  1983,? yes journal is no longer published,review,"UK, Scarborough, Whitby and Staithes rooftop",no,Europe,"agglutination, Culture, lense",Immunologic,NA,NA,,swab variable,Animal,Bird,Charadriiformes,Laridae,Larus,Herring gull,Larus argentatus,,free,Salmonella stanley,Salmonella enterica subsp. enterica serovar Stanley,Salmonella enterica (non-typhoid),cloacal swab,yes,no,,,0,227,,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,High,3
Butterfield et al. ,1983,Butterfield et al.  1983,? yes journal is no longer published,review,"UK, Scarborough, Whitby and Staithes rooftop",no,Europe,"agglutination, Culture, lense",Immunologic,NA,NA,,swab variable,Animal,Bird,Charadriiformes,Laridae,Larus,Herring gull,Larus argentatus,,free,Salmonella stanley,Salmonella enterica subsp. enterica serovar Stanley,Salmonella enterica (non-typhoid),cloacal swab,yes,no,,,0,261,,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,High,3
Butterfield et al. ,1983,Butterfield et al.  1983,? yes journal is no longer published,review,"UK, Sunderland rooftop",no,Europe,"agglutination, Culture, lense",Immunologic,NA,NA,,swab variable,Animal,Bird,Charadriiformes,Laridae,Larus,Herring gull,Larus argentatus,,free,Salmonella stanley,Salmonella enterica subsp. enterica serovar Stanley,Salmonella enterica (non-typhoid),cloacal swab,yes,no,,,1,99,,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,High,3
Butterfield et al. ,1983,Butterfield et al.  1983,? yes journal is no longer published,review,"UK, Northumberland, Durham, North Yorkshire garbage dump",no,Europe,"agglutination, Culture, lense",Immunologic,NA,NA,,swab variable,Animal,Bird,Charadriiformes,Laridae,Larus,Herring gull,Larus argentatus,,free,Salmonella taksony,Salmonella enterica subsp. enterica serovar Taksony,Salmonella enterica (non-typhoid),cloacal swab,yes,no,,,0,1934,,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,High,3
Butterfield et al. ,1983,Butterfield et al.  1983,? yes journal is no longer published,review,"UK, Scarborough garbage dump",no,Europe,"agglutination, Culture, lense",Immunologic,NA,NA,,swab variable,Animal,Bird,Charadriiformes,Laridae,Larus,Herring gull,Larus argentatus,,free,Salmonella taksony,Salmonella enterica subsp. enterica serovar Taksony,Salmonella enterica (non-typhoid),cloacal swab,yes,no,,,0,124,,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,High,3
Butterfield et al. ,1983,Butterfield et al.  1983,? yes journal is no longer published,review,"UK, Scarborough Harbor/Whitby rooftops",no,Europe,"agglutination, Culture, lense",Immunologic,NA,NA,,swab variable,Animal,Bird,Charadriiformes,Laridae,Larus,Herring gull,Larus argentatus,,free,Salmonella taksony,Salmonella enterica subsp. enterica serovar Taksony,Salmonella enterica (non-typhoid),cloacal swab,yes,no,,,0,141,,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,High,3
Butterfield et al. ,1983,Butterfield et al.  1983,? yes journal is no longer published,review,"UK, Scarborough, Whitby and Staithes rooftop",no,Europe,"agglutination, Culture, lense",Immunologic,NA,NA,,swab variable,Animal,Bird,Charadriiformes,Laridae,Larus,Herring gull,Larus argentatus,,free,Salmonella taksony,Salmonella enterica subsp. enterica serovar Taksony,Salmonella enterica (non-typhoid),cloacal swab,yes,no,,,0,227,,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,High,3
Butterfield et al. ,1983,Butterfield et al.  1983,? yes journal is no longer published,review,"UK, Scarborough, Whitby and Staithes rooftop",no,Europe,"agglutination, Culture, lense",Immunologic,NA,NA,,swab variable,Animal,Bird,Charadriiformes,Laridae,Larus,Herring gull,Larus argentatus,,free,Salmonella taksony,Salmonella enterica subsp. enterica serovar Taksony,Salmonella enterica (non-typhoid),cloacal swab,yes,no,,,1,261,,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,High,3
Butterfield et al. ,1983,Butterfield et al.  1983,? yes journal is no longer published,review,"UK, Sunderland rooftop",no,Europe,"agglutination, Culture, lense",Immunologic,NA,NA,,swab variable,Animal,Bird,Charadriiformes,Laridae,Larus,Herring gull,Larus argentatus,,free,Salmonella taksony,Salmonella enterica subsp. enterica serovar Taksony,Salmonella enterica (non-typhoid),cloacal swab,yes,no,,,0,99,,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,High,3
Butterfield et al. ,1983,Butterfield et al.  1983,? yes journal is no longer published,review,"UK, Northumberland, Durham, North Yorkshire garbage dump",no,Europe,"agglutination, Culture, lense",Immunologic,NA,NA,,swab variable,Animal,Bird,Charadriiformes,Laridae,Larus,Herring gull,Larus argentatus,,free,Salmonella tennessee,Salmonella enterica subsp. enterica serovar Tennessee   ,Salmonella enterica (non-typhoid),cloacal swab,yes,no,,,1,1934,,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,High,3
Butterfield et al. ,1983,Butterfield et al.  1983,? yes journal is no longer published,review,"UK, Scarborough garbage dump",no,Europe,"agglutination, Culture, lense",Immunologic,NA,NA,,swab variable,Animal,Bird,Charadriiformes,Laridae,Larus,Herring gull,Larus argentatus,,free,Salmonella tennessee,Salmonella enterica subsp. enterica serovar Tennessee   ,Salmonella enterica (non-typhoid),cloacal swab,yes,no,,,0,124,,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,High,3
Butterfield et al. ,1983,Butterfield et al.  1983,? yes journal is no longer published,review,"UK, Scarborough Harbor/Whitby rooftops",no,Europe,"agglutination, Culture, lense",Immunologic,NA,NA,,swab variable,Animal,Bird,Charadriiformes,Laridae,Larus,Herring gull,Larus argentatus,,free,Salmonella tennessee,Salmonella enterica subsp. enterica serovar Tennessee   ,Salmonella enterica (non-typhoid),cloacal swab,yes,no,,,0,141,,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,High,3
Butterfield et al. ,1983,Butterfield et al.  1983,? yes journal is no longer published,review,"UK, Scarborough, Whitby and Staithes rooftop",no,Europe,"agglutination, Culture, lense",Immunologic,NA,NA,,swab variable,Animal,Bird,Charadriiformes,Laridae,Larus,Herring gull,Larus argentatus,,free,Salmonella tennessee,Salmonella enterica subsp. enterica serovar Tennessee   ,Salmonella enterica (non-typhoid),cloacal swab,yes,no,,,0,227,,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,High,3
Butterfield et al. ,1983,Butterfield et al.  1983,? yes journal is no longer published,review,"UK, Scarborough, Whitby and Staithes rooftop",no,Europe,"agglutination, Culture, lense",Immunologic,NA,NA,,swab variable,Animal,Bird,Charadriiformes,Laridae,Larus,Herring gull,Larus argentatus,,free,Salmonella tennessee,Salmonella enterica subsp. enterica serovar Tennessee   ,Salmonella enterica (non-typhoid),cloacal swab,yes,no,,,0,261,,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,High,3
Butterfield et al. ,1983,Butterfield et al.  1983,? yes journal is no longer published,review,"UK, Sunderland rooftop",no,Europe,"agglutination, Culture, lense",Immunologic,NA,NA,,swab variable,Animal,Bird,Charadriiformes,Laridae,Larus,Herring gull,Larus argentatus,,free,Salmonella tennessee,Salmonella enterica subsp. enterica serovar Tennessee   ,Salmonella enterica (non-typhoid),cloacal swab,yes,no,,,0,99,,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,High,3
Butterfield et al. ,1983,Butterfield et al.  1983,? yes journal is no longer published,review,"UK, Northumberland, Durham, North Yorkshire garbage dump",no,Europe,"agglutination, Culture, lense",Immunologic,NA,NA,,swab variable,Animal,Bird,Charadriiformes,Laridae,Larus,Herring gull,Larus argentatus,,free,Salmonella thompson,Salmonella enterica subsp. enterica serovar Thompson,Salmonella enterica (non-typhoid),cloacal swab,yes,no,,,1,1934,,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,High,3
Butterfield et al. ,1983,Butterfield et al.  1983,? yes journal is no longer published,review,"UK, Scarborough garbage dump",no,Europe,"agglutination, Culture, lense",Immunologic,NA,NA,,swab variable,Animal,Bird,Charadriiformes,Laridae,Larus,Herring gull,Larus argentatus,,free,Salmonella thompson,Salmonella enterica subsp. enterica serovar Thompson,Salmonella enterica (non-typhoid),cloacal swab,yes,no,,,0,124,,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,High,3
Butterfield et al. ,1983,Butterfield et al.  1983,? yes journal is no longer published,review,"UK, Scarborough Harbor/Whitby rooftops",no,Europe,"agglutination, Culture, lense",Immunologic,NA,NA,,swab variable,Animal,Bird,Charadriiformes,Laridae,Larus,Herring gull,Larus argentatus,,free,Salmonella thompson,Salmonella enterica subsp. enterica serovar Thompson,Salmonella enterica (non-typhoid),cloacal swab,yes,no,,,0,141,,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,High,3
Butterfield et al. ,1983,Butterfield et al.  1983,? yes journal is no longer published,review,"UK, Scarborough, Whitby and Staithes rooftop",no,Europe,"agglutination, Culture, lense",Immunologic,NA,NA,,swab variable,Animal,Bird,Charadriiformes,Laridae,Larus,Herring gull,Larus argentatus,,free,Salmonella thompson,Salmonella enterica subsp. enterica serovar Thompson,Salmonella enterica (non-typhoid),cloacal swab,yes,no,,,0,227,,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,High,3
Butterfield et al. ,1983,Butterfield et al.  1983,? yes journal is no longer published,review,"UK, Scarborough, Whitby and Staithes rooftop",no,Europe,"agglutination, Culture, lense",Immunologic,NA,NA,,swab variable,Animal,Bird,Charadriiformes,Laridae,Larus,Herring gull,Larus argentatus,,free,Salmonella thompson,Salmonella enterica subsp. enterica serovar Thompson,Salmonella enterica (non-typhoid),cloacal swab,yes,no,,,0,261,,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,High,3
Butterfield et al. ,1983,Butterfield et al.  1983,? yes journal is no longer published,review,"UK, Sunderland rooftop",no,Europe,"agglutination, Culture, lense",Immunologic,NA,NA,,swab variable,Animal,Bird,Charadriiformes,Laridae,Larus,Herring gull,Larus argentatus,,free,Salmonella thompson,Salmonella enterica subsp. enterica serovar Thompson,Salmonella enterica (non-typhoid),cloacal swab,yes,no,,,0,99,,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,High,3
Butterfield et al. ,1983,Butterfield et al.  1983,? yes journal is no longer published,review,"UK, Northumberland, Durham, North Yorkshire garbage dump",no,Europe,"agglutination, Culture, lense",Immunologic,NA,NA,,swab variable,Animal,Bird,Charadriiformes,Laridae,Larus,Herring gull,Larus argentatus,,free,Salmonella virchow,Salmonella enterica subsp. enterica serovar Virchow   ,Salmonella enterica (non-typhoid),cloacal swab,yes,no,,,3,1934,,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,High,3
Butterfield et al. ,1983,Butterfield et al.  1983,? yes journal is no longer published,review,"UK, Scarborough garbage dump",no,Europe,"agglutination, Culture, lense",Immunologic,NA,NA,,swab variable,Animal,Bird,Charadriiformes,Laridae,Larus,Herring gull,Larus argentatus,,free,Salmonella virchow,Salmonella enterica subsp. enterica serovar Virchow   ,Salmonella enterica (non-typhoid),cloacal swab,yes,no,,,0,124,,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,High,3
Butterfield et al. ,1983,Butterfield et al.  1983,? yes journal is no longer published,review,"UK, Scarborough Harbor/Whitby rooftops",no,Europe,"agglutination, Culture, lense",Immunologic,NA,NA,,swab variable,Animal,Bird,Charadriiformes,Laridae,Larus,Herring gull,Larus argentatus,,free,Salmonella virchow,Salmonella enterica subsp. enterica serovar Virchow   ,Salmonella enterica (non-typhoid),cloacal swab,yes,no,,,0,141,,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,High,3
Butterfield et al. ,1983,Butterfield et al.  1983,? yes journal is no longer published,review,"UK, Scarborough, Whitby and Staithes rooftop",no,Europe,"agglutination, Culture, lense",Immunologic,NA,NA,,swab variable,Animal,Bird,Charadriiformes,Laridae,Larus,Herring gull,Larus argentatus,,free,Salmonella virchow,Salmonella enterica subsp. enterica serovar Virchow   ,Salmonella enterica (non-typhoid),cloacal swab,yes,no,,,0,227,,,,NA,,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,High,3
